topic,dimension,words,Count,Name,Representation
946,Sexuality,Courtship,103,946_woc_柯南_wocwoc_wocao,"['woc', '柯南', 'wocwoc', 'wocao', 'wolves', 'wckx', 'whales', 'poor', '早前', '外焦里嫩']"
948,Identity,LoveDefinition,103,948_蜘蛛_敲打_离谱_熊来,"['蜘蛛', '敲打', '离谱', '熊来', '越来越', '太高', '敲儿', '熊哭', '糖尿病人', 'hbu']"
949,Sexuality,IntimateDivisionship,102,949_尔爱_lover_爱上_love,"['尔爱', 'lover', '爱上', 'love', '人叭', '莲爱', '船夫', '慧莲', '爱里', '有恃无恐']"
950,Sexuality,SexualBehaviors,102,950_交易_完成_成交_交易过程,"['交易', '完成', '成交', '交易过程', '进行', '成功', '想不通', '亏了', '好奇', '马想']"
951,Sexuality,Courtship,102,951_南京_南通_猜猜_偌大,"['南京', '南通', '猜猜', '偌大', '11l00l', '南京城', '同居', '二周', '猜叭', '栖霞']"
952,Evaluation,Othersjudgments,102,952_我超_以前_脸动_超认,"['我超', '以前', '脸动', '超认', '王澜', '我文', '卧超', '超米', '看看', '超超']"
953,Evaluation,Othersjudgments,102,953_挖槽_挖去_挖草_下矿,"['挖槽', '挖去', '挖草', '下矿', '填坑', '挖坑', '挖渠', '挖个', '矿井', '挖出来']"
955,Sexuality,IntimateDivisionship,102,955_犯贱_汉奸_左边_太粘人,"['犯贱', '汉奸', '左边', '太粘人', 'manni', 'ranaldo', '贱命', '左一酱', '春心', '贱门']"
956,Identity,LoveDefinition,102,956_直女_恋直_强吻_ts,"['直女', '恋直', '强吻', 'ts', '装姬', 'cd', '偏同', 'tp', '人飞', '好几口']"
959,Sexuality,SexualBehaviors,101,959_sb_sjb_smzzy_szx,"['sb', 'sjb', 'smzzy', 'szx', 'mjx', 'niaoniao', 'mjr', '抄起来', 'sjk', 'syrup']"
960,Evaluation,Othersjudgments,101,960_犯贱_真贱_我造_yes,"['犯贱', '真贱', '我造', 'yes', 'cui', '可贱', 'painted', '伤胃', '单纯', '染缸']"
961,Evaluation,Othersjudgments,101,961_区好_吓人_恐怖_可怕,"['区好', '吓人', '恐怖', '可怕', '吓死', '评论', '区真', '刷下来', 'sen', '很爱刷']"
962,Sexuality,PhysicalApperances,101,962_会长_奥迪_4s店_迪克,"['会长', '奥迪', '4s店', '迪克', '图片', '表情', '献丑', '迪士尼', '很丑', '里昂']"
963,Health,AIDS,101,963_乱搞_恶心_男女_女女,"['乱搞', '恶心', '男女', '女女', '给力', '别碰', '开黄', '奇耻大辱', '恶臭', '乱来']"
964,Sexuality,PhysicalApperances,101,964_声音_好听_做到_耳机,"['声音', '好听', '做到', '耳机', '好像', '这中', 'mem', '胡丹', '夹起来', '克夫']"
965,Subculture,Culture,101,965_特效_主演_3d_花絮,"['特效', '主演', '3d', '花絮', '哭死了', '演示', '多用', '家太多', '巨痛', '点缀']"
966,Subculture,Culture,101,966_更新_唐梓_大欣_宠粉,"['更新', '唐梓', '大欣', '宠粉', '我点', '半年', '持续', '书豪', '要能', '可盼']"
969,Identity,LoveDefinition,101,969_浪漫派_倾向_浪漫_过敏,"['浪漫派', '倾向', '浪漫', '过敏', '浪漫主义', '积木', '加给', '静儿', '针织', '如此这般']"
971,Identity,GenderIdentity,100,971_伪娘_当伪娘_伪娘害_直男约,"['伪娘', '当伪娘', '伪娘害', '直男约', '和顺', '变伪娘', '荆轲', '伪娘文', '看伪娘', '算伪娘']"
972,Identity,GenderIdentity,100,972_一女_当不了_这女_比女,"['一女', '当不了', '这女', '比女', '婉怡', '710', '還女', '维科', '滋女', '晓旭']"
975,Identity,GenderIdentity,100,975_塑料袋_沃尔玛_购物袋_中杯,"['塑料袋', '沃尔玛', '购物袋', '中杯', '大杯', '性别', '杯里', '超大', '下半生', '星巴克']"
979,Division,Insider,99,979_第一眼_baby_眼熟_看成,"['第一眼', 'baby', '眼熟', '看成', '第二眼', '正脸', '一眼', '差点', '第一次', '涵姐']"
980,Evaluation,Othersjudgments,99,980_转过_转头_吓死_这头,"['转过', '转头', '吓死', '这头', '还会', '头转', '来时', '他头', '突然', '吓一跳']"
981,Health,AIDS,99,981_崆峒_崆峒山_连夜_屁股,"['崆峒', '崆峒山', '连夜', '屁股', '大凉山', '乱麻', '一头', '學者', '澄澈', '顷刻间']"
984,Sexuality,PhysicalApperances,99,984_打扮_看穿_两件_看人先,"['打扮', '看穿', '两件', '看人先', '春丽装', '竹筒', '没穿', '叫理姐', '高会点', '仔敢']"
987,Identity,LoveDefinition,98,987_比心_爱上_从前_love,"['比心', '爱上', '从前', 'love', '爱不爱', '但片', '审判官', '第四条', '梦中人', '无行恋']"
988,Identity,LoveDefinition,98,988_基友_压抑_97_嘶哈嘶哈,"['基友', '压抑', '97', '嘶哈嘶哈', '嘶哈', '98', '多种', '能识基', '107', '种帮']"
989,Evaluation,Approval,98,989_太酷_好酷_很酷_真酷,"['太酷', '好酷', '很酷', '真酷', '超酷', 'wo', '最酷', '酷毙了', '酷酷', '人挺酷']"
990,Evaluation,Othersjudgments,97,990_坏种_咒骂_坏坏_坏蛋,"['坏种', '咒骂', '坏坏', '坏蛋', '能坏', '坏到', '小孩儿', '最坏', '书包', '心机']"
992,Evaluation,PublicMorality,97,992_礼貌_不失_逃不掉_回避,"['礼貌', '不失', '逃不掉', '回避', '修养', '下意识', '躲避', '强笑', '柯雷', '荞麦面']"
993,Identity,Selfassessment,97,993_自卑_零溢_计算机_卑微,"['自卑', '零溢', '计算机', '卑微', '事件', '自卑心理', '自信', '品味', '码农', '软件工程']"
994,Identity,LoveDefinition,97,994_嫉妒_网球_直女_面目全非,"['嫉妒', '网球', '直女', '面目全非', '吊毛', 'why', '使人', '真恨', '广州', '痛恨']"
997,Evaluation,Othersjudgments,96,997_天呐_隔行如隔山_啧啧_判若两人,"['天呐', '隔行如隔山', '啧啧', '判若两人', '天啦噜', '难评', '迈呐', '哎迈', 'haofuza', '祝你成功']"
998,Subculture,Culture,96,998_没错_轮到_原文_一次性,"['没错', '轮到', '原文', '一次性', '零导', '孙导', '扑倒', '赵剑', '第三个', '故事']"
999,Division,ParentApproval,96,999_回家_回来_回去_回不去,"['回家', '回来', '回去', '回不去', '回头', '搬家', '萨瓦迪卡', '咋播', '回家吧', '考虑一下']"
1000,Subculture,Culture,96,1000_子期_嫁给_风哥_紫色,"['子期', '嫁给', '风哥', '紫色', '付钱', '愿意', '风风', '韵味', '老风', '期许']"
1001,Evaluation,Approval,96,1001_好美_太美_美死_美好,"['好美', '太美', '美死', '美好', '美美', '失敬', '绝美', '美麻', '美高', '知性美']"
1002,Subculture,Culture,96,1002_推荐_书名_合集_图书,"['推荐', '书名', '合集', '图书', '累个', '留评', '尚煜', '海子', '柏伟', '汪文睿']"
1005,Division,ParentApproval,95,1005_难以启齿_我妈_妈耶_体前,"['难以启齿', '我妈', '妈耶', '体前', '我尿红', '接小妈', '八句', '叫小妈', '妈真闲', '化都化']"
1006,Evaluation,Approval,95,1006_好看_神人_神明_大神,"['好看', '神人', '神明', '大神', '看钟', '蜀道', '形再', '伊朗', '个性化', '美神']"
1007,Sexuality,IntimateDivisionship,95,1007_官宣_没官_已官_辜负,"['官宣', '没官', '已官', '辜负', '官方', '刚官', '宣过', '两口子', '宣就发', '影都']"
1008,Sexuality,Courtship,95,1008_单身_区里_评论_狗们,"['单身', '区里', '评论', '狗们', '找对象', '找到', '送礼物', '对象', '缘分', '妄想']"
1010,Evaluation,Approval,95,1010_乖乖_好乖_我滴_不乖,"['乖乖', '好乖', '我滴', '不乖', '很乖', '好听话', '吹弹', '咱不走', '可破', '乖蠢']"
1012,Evaluation,Othersjudgments,95,1012_丢人_丢人现眼_丢脸_嫌弃,"['丢人', '丢人现眼', '丢脸', '嫌弃', '满脸', '花点', '一脸', '丟人', '丢到', '对不起']"
1015,Sexuality,IntimateDivisionship,95,1015_夫妻_面相_方圆_阴阳,"['夫妻', '面相', '方圆', '阴阳', '颠倒', '相似', '逞强', '落泪', '真有', '瞌的']"
1016,Identity,GenderIdentity,95,1016_救火_铁特_南痛_我铁,"['救火', '铁特', '南痛', '我铁', '偏说', 'gusteau', '出带', '过铁', '反过', '真勒']"
1018,Sexuality,Courtship,94,1018_130_175_120_165,"['130', '175', '120', '165', '180', '220', '300', '140', '赚钱', '天菜级']"
1019,Sexuality,Courtship,94,1019_鸡皮疙瘩_solo_母胎_吸溜,"['鸡皮疙瘩', 'solo', '母胎', '吸溜', '一地', '吧唧', '一身', '插头', '唧唧', '起来']"
1020,Identity,LoveDefinition,94,1020_说句话_干货_学习_蛙化,"['说句话', '干货', '学习', '蛙化', '现象', '老公', '甜蜜', '主任', '一下', '绝对']"
1021,Identity,LoveDefinition,94,1021_双性_浪漫_异性恋_第一个,"['双性', '浪漫', '异性恋', '第一个', '双向', '双性恋', '按死', '稳稳', 'cn', 'ice']"
1022,Division,Outsider,94,1022_威海_尼玛_看不上_角固,"['威海', '尼玛', '看不上', '角固', '跑调', '应急', '首体', '看不来', '刺眼', '山寨']"
1023,Division,CarryonthefamilyLineage,94,1023_能生_孩子_那能_结合能,"['能生', '孩子', '那能', '结合能', '嫁取', '生娃能', '人能生', '生娃', '生娃娃', '那好']"
1025,Evaluation,Othersjudgments,94,1025_浪费_垃圾_张某_张晏荣,"['浪费', '垃圾', '张某', '张晏荣', '哇长', '皮亚杰', '张宏涛', '赖某', '可拉逼', '徐振宇']"
1026,Identity,LoveDefinition,94,1026_姬达_姬达响_失灵_不响,"['姬达', '姬达响', '失灵', '不响', '狂响', '看姬', '没响', '拉子们', 'sense', '非常明显']"
1027,Identity,Boundaries,93,1027_评论_比心_我服_指南,"['评论', '比心', '我服', '指南', '难评', '尔比', '区秀', '繁忙', '病发症', '区上']"
1028,Identity,LoveDefinition,93,1028_直男微_黑皮_体育_重生,"['直男微', '黑皮', '体育', '重生', '微双', '生之', '耗丝', '生帅', '女劫', '直男卖腐']"
1029,Sexuality,Courtship,93,1029_山西_山西太原_太原_闪击,"['山西', '山西太原', '太原', '闪击', '从山', '祁县', '山西人', '榆次', '山西大同', '幼态']"
1032,Identity,GenderIdentity,93,1032_扣篮_青筋_快来_打篮球,"['扣篮', '青筋', '快来', '打篮球', '弟弟', '篮球', '转发', '篮球场', '女篮', '女通']"
1033,Identity,GenderIdentity,93,1033_分不清_分不清楚_男女_傻傻,"['分不清', '分不清楚', '男女', '傻傻', '分辨', '认不清', '外形', '趋同', '很逊', '假钱']"
1035,Identity,Boundaries,93,1035_县城_干着_城市_一线,"['县城', '干着', '城市', '一线', '二线', '大城市', '三线', '县里', '价格', '乡镇']"
1036,Evaluation,Othersjudgments,93,1036_泰酷_futa_好飒_泰泰,"['泰酷', 'futa', '好飒', '泰泰', '泰美辣', '对不起', '破案', '优雅', '飒妹', '鞭泰']"
1037,Sexuality,Courtship,93,1037_求求_物色_亲亲_呀呀,"['求求', '物色', '亲亲', '呀呀', '莎弥拉', '影耶', '大色批', '三石哥', 'ccccccccccccccc', '直逼']"
1038,Division,Society,92,1038_正常人_普通人_做个_几十亿,"['正常人', '普通人', '做个', '几十亿', '非正常', '边缘', '正常', '统称', '议论', '谁会想到']"
1039,Identity,Boundaries,92,1039_200_体重_以下_两百斤,"['200', '体重', '以下', '两百斤', '达标', '瘦子', '胖能', '进去', '三百斤', '胖版']"
1042,Evaluation,PublicMorality,92,1042_厕所_公共厕所_公厕_没人盖,"['厕所', '公共厕所', '公厕', '没人盖', '难盖', '高楼', '独厕', '丫关', '干湿', '霉气']"
1045,Evaluation,Approval,92,1045_可惜_悲哀_可怜_悲惨,"['可惜', '悲哀', '可怜', '悲惨', '太悲', '唏嘘', '失去', 'uuuu', '挺悲', '哀思']"
1047,Identity,Legal,91,1047_杀人_诛心_五马分尸_别杀,"['杀人', '诛心', '五马分尸', '别杀', '杀马特', '自相残杀', '值得', '脚杀', 'ocean', '空印']"
1048,Evaluation,Othersjudgments,91,1048_非主流_不对劲_对劲_是不是,"['非主流', '不对劲', '对劲', '是不是', '老酷', '反骨王', '穹妹', '晚宴', '外皮', '生猛']"
1050,Identity,LoveDefinition,91,1050_中意_比心_钟意_男通,"['中意', '比心', '钟意', '男通', '孕吐', '已生', '小铃', '雪女', '雅拉', '菩薩']"
1051,Identity,Boundaries,91,1051_区才_知道_一男_大蛇丸,"['区才', '知道', '一男', '大蛇丸', '傻到', '冲晕', 'hmq', '古语', '多厌', '旭策']"
1052,Identity,LoveDefinition,91,1052_真爱_同性_之间_异性,"['真爱', '同性', '之间', '异性', '真挚', '繁衍', '惺惺相惜', '后代', '爱错', '相爱']"
